|dates|Brunswick_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Brunswick_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Brunswick_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Brunswick_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Brunswick_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Brunswick_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Brunswick_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Brunswick_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-02|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-03|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-04|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-05|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-06|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-07|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-08|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-09|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-10|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-11|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-12|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-13|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-14|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-15|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-16|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-17|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-18|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-19|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-20|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-21|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-22|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-23|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-24|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-25|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-26|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-27|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-28|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-29|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-30|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-01-31|49778.0|0|3099.5|0|5.861661387168455|0|52877.5|0
0|2020-02-01|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-02|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-03|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-04|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-05|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-06|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-07|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-08|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-09|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-10|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-11|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-12|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-13|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-14|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-15|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-16|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-17|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-18|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-19|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-20|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-21|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-22|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-23|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-24|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-25|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-26|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-27|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-28|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-02-29|50913.0|0|2716.5|0|5.065309204821973|0|53629.5|0
0|2020-03-01|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-02|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-03|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-04|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-05|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-06|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-07|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-08|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-09|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-10|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-11|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-12|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-13|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-14|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-15|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-16|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-17|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-18|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-19|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-20|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-21|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-22|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-23|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-24|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-25|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-26|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-27|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-28|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-29|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-30|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-03-31|49292.0|0|2945.5|0|5.638669538167026|0|52237.5|0
0|2020-04-01|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-02|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-03|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-04|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-05|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-06|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-07|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-08|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-09|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-10|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-11|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-12|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-13|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-14|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-15|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-16|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-17|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-18|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-19|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-20|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-21|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-22|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-23|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-24|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-25|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-26|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-27|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-28|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-29|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-04-30|38575.5|0|8235.5|0|17.59308709491359|0|46811.0|0
0|2020-05-01|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-02|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-03|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-04|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-05|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-06|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-07|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-08|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-09|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-10|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-11|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-12|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-13|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-14|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-15|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-16|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-17|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-18|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-19|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-20|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-21|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-22|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
0|2020-05-23|42117.0|0|8251.0|0|16.381432655654383|0|50368.0|0
