|dates|Hardin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardin_Texas_UnitedStates.Male_Total_Population.data|Hardin_Texas_UnitedStates.Male_Total_Population.missing|Hardin_Texas_UnitedStates.Female_Total_Population.data|Hardin_Texas_UnitedStates.Female_Total_Population.missing|Hardin_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hardin_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9528.0|0|28188.0|0|29019.0|0|14055.0|0
