|dates|OutofMA_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|OutofMA_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|OutofMA_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|OutofMA_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|OutofMA_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|OutofMA_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|OutofMA_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|OutofMA_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
