|dates|Liberty_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Liberty_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Liberty_Montana_UnitedStates.Male_Total_Population.data|Liberty_Montana_UnitedStates.Male_Total_Population.missing|Liberty_Montana_UnitedStates.Female_Total_Population.data|Liberty_Montana_UnitedStates.Female_Total_Population.missing|Liberty_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Liberty_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|500.0|0|1172.0|0|1258.0|0|516.0|0
