|dates|Columbia_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbia_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbia_Wisconsin_UnitedStates.Male_Total_Population.data|Columbia_Wisconsin_UnitedStates.Male_Total_Population.missing|Columbia_Wisconsin_UnitedStates.Female_Total_Population.data|Columbia_Wisconsin_UnitedStates.Female_Total_Population.missing|Columbia_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Columbia_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10250.0|0|29321.0|0|28037.0|0|12182.0|0
