|dates|Laurens_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Laurens_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Laurens_SouthCarolina_UnitedStates.Male_Total_Population.data|Laurens_SouthCarolina_UnitedStates.Male_Total_Population.missing|Laurens_SouthCarolina_UnitedStates.Female_Total_Population.data|Laurens_SouthCarolina_UnitedStates.Female_Total_Population.missing|Laurens_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Laurens_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12410.0|0|32381.0|0|34613.0|0|14592.0|0
