|dates|Scott_Kansas_UnitedStates.BLS_EmployedPopulation.data|Scott_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Scott_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Scott_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Scott_Kansas_UnitedStates.BLS_UnemploymentRate.data|Scott_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Scott_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Scott_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-02|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-03|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-04|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-05|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-06|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-07|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-08|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-09|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-10|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-11|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-12|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-13|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-14|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-15|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-16|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-17|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-18|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-19|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-20|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-21|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-22|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-23|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-24|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-25|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-26|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-27|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-28|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-29|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-30|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-01-31|2724.5|0|54.0|0|1.9434946913802411|0|2778.5|0
0|2020-02-01|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-02|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-03|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-04|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-05|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-06|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-07|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-08|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-09|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-10|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-11|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-12|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-13|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-14|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-15|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-16|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-17|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-18|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-19|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-20|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-21|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-22|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-23|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-24|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-25|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-26|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-27|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-28|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-02-29|2756.0|0|53.0|0|1.8867924528301887|0|2809.0|0
0|2020-03-01|2713.0|0|50.5|0|1.8273927989867922|0|2763.5|0
0|2020-03-02|2713.0|0|50.5|0|1.8273927989867922|0|2763.5|0
0|2020-03-03|2713.0|0|50.5|0|1.8273927989867922|0|2763.5|0
0|2020-03-04|2713.0|0|50.5|0|1.8273927989867922|0|2763.5|0
0|2020-03-05|2713.0|0|50.5|0|1.8273927989867922|0|2763.5|0
0|2020-03-06|2713.0|0|50.5|0|1.8273927989867922|0|2763.5|0
0|2020-03-07|2713.0|0|50.5|0|1.8273927989867922|0|2763.5|0
