|dates|Deschutes_Oregon_UnitedStates.BLS_EmployedPopulation.data|Deschutes_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Deschutes_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Deschutes_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Deschutes_Oregon_UnitedStates.BLS_UnemploymentRate.data|Deschutes_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Deschutes_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Deschutes_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-02|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-03|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-04|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-05|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-06|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-07|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-08|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-09|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-10|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-11|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-12|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-13|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-14|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-15|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-16|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-17|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-18|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-19|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-20|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-21|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-22|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-23|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-24|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-25|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-26|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-27|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-28|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-29|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-30|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-01-31|92038.0|0|3990.5|0|4.155537158239481|0|96028.5|0
0|2020-02-01|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-02|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-03|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-04|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-05|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-06|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-07|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-08|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-09|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-10|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-11|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-12|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-13|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-14|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-15|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-16|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-17|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-18|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-19|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-20|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-21|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-22|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-23|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-24|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-25|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-26|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-27|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-28|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-02-29|92516.0|0|3832.5|0|3.977747448066135|0|96348.5|0
0|2020-03-01|92125.0|0|4021.5|0|4.182679556718133|0|96146.5|0
0|2020-03-02|92125.0|0|4021.5|0|4.182679556718133|0|96146.5|0
0|2020-03-03|92125.0|0|4021.5|0|4.182679556718133|0|96146.5|0
0|2020-03-04|92125.0|0|4021.5|0|4.182679556718133|0|96146.5|0
0|2020-03-05|92125.0|0|4021.5|0|4.182679556718133|0|96146.5|0
0|2020-03-06|92125.0|0|4021.5|0|4.182679556718133|0|96146.5|0
0|2020-03-07|92125.0|0|4021.5|0|4.182679556718133|0|96146.5|0
0|2020-03-08|92125.0|0|4021.5|0|4.182679556718133|0|96146.5|0
