|dates|Rosebud_Montana_UnitedStates.BLS_EmployedPopulation.data|Rosebud_Montana_UnitedStates.BLS_EmployedPopulation.missing|Rosebud_Montana_UnitedStates.BLS_UnemployedPopulation.data|Rosebud_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Rosebud_Montana_UnitedStates.BLS_UnemploymentRate.data|Rosebud_Montana_UnitedStates.BLS_UnemploymentRate.missing|Rosebud_Montana_UnitedStates.BLS_LaborForcePopulation.data|Rosebud_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-02|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-03|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-04|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-05|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-06|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-07|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-08|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-09|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-10|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-11|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-12|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-13|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-14|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-15|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-16|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-17|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-18|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-19|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-20|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-21|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-22|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-23|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-24|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-25|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-26|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-27|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-28|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-29|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-30|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-01-31|3522.0|0|190.0|0|5.118534482758621|0|3712.0|0
0|2020-02-01|3581.0|0|187.5|0|4.975454424837468|0|3768.5|0
0|2020-02-02|3581.0|0|187.5|0|4.975454424837468|0|3768.5|0
0|2020-02-03|3581.0|0|187.5|0|4.975454424837468|0|3768.5|0
0|2020-02-04|3581.0|0|187.5|0|4.975454424837468|0|3768.5|0
0|2020-02-05|3581.0|0|187.5|0|4.975454424837468|0|3768.5|0
0|2020-02-06|3581.0|0|187.5|0|4.975454424837468|0|3768.5|0
0|2020-02-07|3581.0|0|187.5|0|4.975454424837468|0|3768.5|0
