|dates|Estill_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Estill_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Estill_Kentucky_UnitedStates.Male_Total_Population.data|Estill_Kentucky_UnitedStates.Male_Total_Population.missing|Estill_Kentucky_UnitedStates.Female_Total_Population.data|Estill_Kentucky_UnitedStates.Female_Total_Population.missing|Estill_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Estill_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2702.0|0|7033.0|0|7165.0|0|3045.0|0
