|dates|Shasta_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shasta_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shasta_California_UnitedStates.Male_Total_Population.data|Shasta_California_UnitedStates.Male_Total_Population.missing|Shasta_California_UnitedStates.Female_Total_Population.data|Shasta_California_UnitedStates.Female_Total_Population.missing|Shasta_California_UnitedStates.MaleAndFemale_Under18_Population.data|Shasta_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|37553.0|0|88367.0|0|91673.0|0|38584.0|0
