|dates|Union_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Arkansas_UnitedStates.Male_Total_Population.data|Union_Arkansas_UnitedStates.Male_Total_Population.missing|Union_Arkansas_UnitedStates.Female_Total_Population.data|Union_Arkansas_UnitedStates.Female_Total_Population.missing|Union_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7017.0|0|19038.0|0|20088.0|0|9419.0|0
