|dates|McCreary_Kentucky_UnitedStates.AveragePrecipitationTotal.data|McCreary_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|McCreary_Kentucky_UnitedStates.AveragePrecipitation.data|McCreary_Kentucky_UnitedStates.AveragePrecipitation.missing|McCreary_Kentucky_UnitedStates.AverageWindDirection.data|McCreary_Kentucky_UnitedStates.AverageWindDirection.missing|McCreary_Kentucky_UnitedStates.AverageWindSpeed.data|McCreary_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.005|12|0.009|12|289.0763888888889|0|8.725694444444445|0
