|dates|Fulton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fulton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fulton_Indiana_UnitedStates.Male_Total_Population.data|Fulton_Indiana_UnitedStates.Male_Total_Population.missing|Fulton_Indiana_UnitedStates.Female_Total_Population.data|Fulton_Indiana_UnitedStates.Female_Total_Population.missing|Fulton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Fulton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3920.0|0|10048.0|0|10044.0|0|4700.0|0
