|dates|Mahaska_Iowa_UnitedStates.JHU_ConfirmedCases.data|Mahaska_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Mahaska_Iowa_UnitedStates.NYT_ConfirmedCases.data|Mahaska_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Mahaska_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Mahaska_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Mahaska_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Mahaska_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2502.0|0|0.0|100|51.0|0|0.0|100
