|dates|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hanson_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Hanson_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|407.0|0|0.0|100|4.0|0|0.0|100
