|dates|Garfield_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garfield_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garfield_Colorado_UnitedStates.Male_Total_Population.data|Garfield_Colorado_UnitedStates.Male_Total_Population.missing|Garfield_Colorado_UnitedStates.Female_Total_Population.data|Garfield_Colorado_UnitedStates.Female_Total_Population.missing|Garfield_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Garfield_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7858.0|0|30533.0|0|29237.0|0|15072.0|0
