|dates|Madison_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Indiana_UnitedStates.Male_Total_Population.data|Madison_Indiana_UnitedStates.Male_Total_Population.missing|Madison_Indiana_UnitedStates.Female_Total_Population.data|Madison_Indiana_UnitedStates.Female_Total_Population.missing|Madison_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23714.0|0|64792.0|0|64849.0|0|28038.0|0
