|dates|Mills_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mills_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mills_Texas_UnitedStates.Male_Total_Population.data|Mills_Texas_UnitedStates.Male_Total_Population.missing|Mills_Texas_UnitedStates.Female_Total_Population.data|Mills_Texas_UnitedStates.Female_Total_Population.missing|Mills_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Mills_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1406.0|0|2456.0|0|2465.0|0|1008.0|0
