|dates|Waseca_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waseca_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waseca_Minnesota_UnitedStates.Male_Total_Population.data|Waseca_Minnesota_UnitedStates.Male_Total_Population.missing|Waseca_Minnesota_UnitedStates.Female_Total_Population.data|Waseca_Minnesota_UnitedStates.Female_Total_Population.missing|Waseca_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Waseca_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3400.0|0|9008.0|0|9683.0|0|4332.0|0
