|dates|Grundy_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grundy_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grundy_Tennessee_UnitedStates.Male_Total_Population.data|Grundy_Tennessee_UnitedStates.Male_Total_Population.missing|Grundy_Tennessee_UnitedStates.Female_Total_Population.data|Grundy_Tennessee_UnitedStates.Female_Total_Population.missing|Grundy_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Grundy_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2796.0|0|6602.0|0|6744.0|0|2877.0|0
