|dates|McKean_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McKean_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McKean_Pennsylvania_UnitedStates.Male_Total_Population.data|McKean_Pennsylvania_UnitedStates.Male_Total_Population.missing|McKean_Pennsylvania_UnitedStates.Female_Total_Population.data|McKean_Pennsylvania_UnitedStates.Female_Total_Population.missing|McKean_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|McKean_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7960.0|0|21054.0|0|19914.0|0|8071.0|0
