|dates|Grundy_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grundy_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grundy_Iowa_UnitedStates.Male_Total_Population.data|Grundy_Iowa_UnitedStates.Male_Total_Population.missing|Grundy_Iowa_UnitedStates.Female_Total_Population.data|Grundy_Iowa_UnitedStates.Female_Total_Population.missing|Grundy_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Grundy_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2569.0|0|6072.0|0|6232.0|0|2818.0|0
