|dates|Cass_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_Iowa_UnitedStates.Male_Total_Population.data|Cass_Iowa_UnitedStates.Male_Total_Population.missing|Cass_Iowa_UnitedStates.Female_Total_Population.data|Cass_Iowa_UnitedStates.Female_Total_Population.missing|Cass_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2997.0|0|6368.0|0|6562.0|0|2887.0|0
