|dates|Larue_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Larue_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Larue_Kentucky_UnitedStates.Male_Total_Population.data|Larue_Kentucky_UnitedStates.Male_Total_Population.missing|Larue_Kentucky_UnitedStates.Female_Total_Population.data|Larue_Kentucky_UnitedStates.Female_Total_Population.missing|Larue_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Larue_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2524.0|0|7102.0|0|7205.0|0|3183.0|0
