|dates|Brewster_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brewster_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brewster_Texas_UnitedStates.Male_Total_Population.data|Brewster_Texas_UnitedStates.Male_Total_Population.missing|Brewster_Texas_UnitedStates.Female_Total_Population.data|Brewster_Texas_UnitedStates.Female_Total_Population.missing|Brewster_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Brewster_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2144.0|0|4684.0|0|4583.0|0|1744.0|0
