|dates|Sioux_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sioux_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sioux_Nebraska_UnitedStates.Male_Total_Population.data|Sioux_Nebraska_UnitedStates.Male_Total_Population.missing|Sioux_Nebraska_UnitedStates.Female_Total_Population.data|Sioux_Nebraska_UnitedStates.Female_Total_Population.missing|Sioux_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Sioux_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-03-31|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-04-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-05-31|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-06-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-07-31|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-08-31|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-09-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-10-31|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-11-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2020-12-31|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-10|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-11|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-12|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-13|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-14|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-15|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-16|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-17|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-18|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-19|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-20|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-21|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-22|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-23|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-24|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-25|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-26|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-27|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-28|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-29|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-30|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-01-31|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-01|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-02|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-03|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-04|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-05|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-06|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-07|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-08|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-09|339.0|0|609.0|0|578.0|0|221.0|0
0|2021-02-10|339.0|0|609.0|0|578.0|0|221.0|0
