|dates|Newaygo_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newaygo_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newaygo_Michigan_UnitedStates.Male_Total_Population.data|Newaygo_Michigan_UnitedStates.Male_Total_Population.missing|Newaygo_Michigan_UnitedStates.Female_Total_Population.data|Newaygo_Michigan_UnitedStates.Female_Total_Population.missing|Newaygo_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Newaygo_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9357.0|0|24542.0|0|24350.0|0|11024.0|0
