|dates|Caledonia_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caledonia_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caledonia_Vermont_UnitedStates.Male_Total_Population.data|Caledonia_Vermont_UnitedStates.Male_Total_Population.missing|Caledonia_Vermont_UnitedStates.Female_Total_Population.data|Caledonia_Vermont_UnitedStates.Female_Total_Population.missing|Caledonia_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Caledonia_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6354.0|0|15166.0|0|15136.0|0|5844.0|0
