|dates|Yavapai_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yavapai_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yavapai_Arizona_UnitedStates.Male_Total_Population.data|Yavapai_Arizona_UnitedStates.Male_Total_Population.missing|Yavapai_Arizona_UnitedStates.Female_Total_Population.data|Yavapai_Arizona_UnitedStates.Female_Total_Population.missing|Yavapai_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Yavapai_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|73278.0|0|113321.0|0|118672.0|0|37687.0|0
