|dates|Lucas_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lucas_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lucas_Iowa_UnitedStates.Male_Total_Population.data|Lucas_Iowa_UnitedStates.Male_Total_Population.missing|Lucas_Iowa_UnitedStates.Female_Total_Population.data|Lucas_Iowa_UnitedStates.Female_Total_Population.missing|Lucas_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Lucas_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1882.0|0|4406.0|0|4239.0|0|2008.0|0
