|dates|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Somerset_Pennsylvania_UnitedStates.Male_Total_Population.data|Somerset_Pennsylvania_UnitedStates.Male_Total_Population.missing|Somerset_Pennsylvania_UnitedStates.Female_Total_Population.data|Somerset_Pennsylvania_UnitedStates.Female_Total_Population.missing|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16535.0|0|38648.0|0|35304.0|0|13224.0|0
