|dates|St.Charles_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Charles_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Charles_Missouri_UnitedStates.Male_Total_Population.data|St.Charles_Missouri_UnitedStates.Male_Total_Population.missing|St.Charles_Missouri_UnitedStates.Female_Total_Population.data|St.Charles_Missouri_UnitedStates.Female_Total_Population.missing|St.Charles_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|St.Charles_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|60779.0|0|196224.0|0|202958.0|0|92666.0|0
