|dates|Cambria_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cambria_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cambria_Pennsylvania_UnitedStates.Male_Total_Population.data|Cambria_Pennsylvania_UnitedStates.Male_Total_Population.missing|Cambria_Pennsylvania_UnitedStates.Female_Total_Population.data|Cambria_Pennsylvania_UnitedStates.Female_Total_Population.missing|Cambria_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Cambria_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29736.0|0|64770.0|0|66960.0|0|25309.0|0
