|dates|BonHomme_SouthDakota_UnitedStates.AveragePrecipitationTotal.data|BonHomme_SouthDakota_UnitedStates.AveragePrecipitationTotal.missing|BonHomme_SouthDakota_UnitedStates.AveragePrecipitation.data|BonHomme_SouthDakota_UnitedStates.AveragePrecipitation.missing|BonHomme_SouthDakota_UnitedStates.AverageWindDirection.data|BonHomme_SouthDakota_UnitedStates.AverageWindDirection.missing|BonHomme_SouthDakota_UnitedStates.AverageWindSpeed.data|BonHomme_SouthDakota_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|235.0|0|8.75|0
