|dates|Columbia_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbia_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbia_Pennsylvania_UnitedStates.Male_Total_Population.data|Columbia_Pennsylvania_UnitedStates.Male_Total_Population.missing|Columbia_Pennsylvania_UnitedStates.Female_Total_Population.data|Columbia_Pennsylvania_UnitedStates.Female_Total_Population.missing|Columbia_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Columbia_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12780.0|0|31534.0|0|33922.0|0|11582.0|0
