|dates|Rockingham_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rockingham_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rockingham_NorthCarolina_UnitedStates.Male_Total_Population.data|Rockingham_NorthCarolina_UnitedStates.Male_Total_Population.missing|Rockingham_NorthCarolina_UnitedStates.Female_Total_Population.data|Rockingham_NorthCarolina_UnitedStates.Female_Total_Population.missing|Rockingham_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Rockingham_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18552.0|0|43698.0|0|46992.0|0|18387.0|0
