|dates|St.Lucie_Florida_UnitedStates.BLS_EmployedPopulation.data|St.Lucie_Florida_UnitedStates.BLS_EmployedPopulation.missing|St.Lucie_Florida_UnitedStates.BLS_UnemployedPopulation.data|St.Lucie_Florida_UnitedStates.BLS_UnemployedPopulation.missing|St.Lucie_Florida_UnitedStates.BLS_UnemploymentRate.data|St.Lucie_Florida_UnitedStates.BLS_UnemploymentRate.missing|St.Lucie_Florida_UnitedStates.BLS_LaborForcePopulation.data|St.Lucie_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
