|dates|Wilson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wilson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wilson_Kansas_UnitedStates.Male_Total_Population.data|Wilson_Kansas_UnitedStates.Male_Total_Population.missing|Wilson_Kansas_UnitedStates.Female_Total_Population.data|Wilson_Kansas_UnitedStates.Female_Total_Population.missing|Wilson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Wilson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1854.0|0|4289.0|0|4376.0|0|2088.0|0
