|dates|Rush_Kansas_UnitedStates.AveragePrecipitationTotal.data|Rush_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Rush_Kansas_UnitedStates.AveragePrecipitation.data|Rush_Kansas_UnitedStates.AveragePrecipitation.missing|Rush_Kansas_UnitedStates.AverageWindDirection.data|Rush_Kansas_UnitedStates.AverageWindDirection.missing|Rush_Kansas_UnitedStates.AverageWindSpeed.data|Rush_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|244.41666666666666|0|7.625|0
