|dates|Orangeburg_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orangeburg_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orangeburg_SouthCarolina_UnitedStates.Male_Total_Population.data|Orangeburg_SouthCarolina_UnitedStates.Male_Total_Population.missing|Orangeburg_SouthCarolina_UnitedStates.Female_Total_Population.data|Orangeburg_SouthCarolina_UnitedStates.Female_Total_Population.missing|Orangeburg_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Orangeburg_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17114.0|0|40548.0|0|46386.0|0|19044.0|0
