|dates|OutofDE_Delaware_UnitedStates.BLS_EmployedPopulation.data|OutofDE_Delaware_UnitedStates.BLS_EmployedPopulation.missing|OutofDE_Delaware_UnitedStates.BLS_UnemployedPopulation.data|OutofDE_Delaware_UnitedStates.BLS_UnemployedPopulation.missing|OutofDE_Delaware_UnitedStates.BLS_UnemploymentRate.data|OutofDE_Delaware_UnitedStates.BLS_UnemploymentRate.missing|OutofDE_Delaware_UnitedStates.BLS_LaborForcePopulation.data|OutofDE_Delaware_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
