|dates|Henderson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henderson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henderson_Kentucky_UnitedStates.Male_Total_Population.data|Henderson_Kentucky_UnitedStates.Male_Total_Population.missing|Henderson_Kentucky_UnitedStates.Female_Total_Population.data|Henderson_Kentucky_UnitedStates.Female_Total_Population.missing|Henderson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Henderson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8012.0|0|22006.0|0|23585.0|0|10568.0|0
