|dates|Stonewall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stonewall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stonewall_Texas_UnitedStates.Male_Total_Population.data|Stonewall_Texas_UnitedStates.Male_Total_Population.missing|Stonewall_Texas_UnitedStates.Female_Total_Population.data|Stonewall_Texas_UnitedStates.Female_Total_Population.missing|Stonewall_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Stonewall_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|361.0|0|665.0|0|697.0|0|303.0|0
