|dates|Union_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Georgia_UnitedStates.Male_Total_Population.data|Union_Georgia_UnitedStates.Male_Total_Population.missing|Union_Georgia_UnitedStates.Female_Total_Population.data|Union_Georgia_UnitedStates.Female_Total_Population.missing|Union_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7923.0|0|11619.0|0|12382.0|0|3805.0|0
