|dates|Perry_Ohio_UnitedStates.JHU_ConfirmedCases.data|Perry_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Perry_Ohio_UnitedStates.NYT_ConfirmedCases.data|Perry_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Perry_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|3411.0|0|0.0|100|50.0|0|0.0|100
