|dates|Union_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Oregon_UnitedStates.Male_Total_Population.data|Union_Oregon_UnitedStates.Male_Total_Population.missing|Union_Oregon_UnitedStates.Female_Total_Population.data|Union_Oregon_UnitedStates.Female_Total_Population.missing|Union_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5338.0|0|13158.0|0|13303.0|0|5955.0|0
