|dates|Norton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Norton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Norton_Virginia_UnitedStates.Male_Total_Population.data|Norton_Virginia_UnitedStates.Male_Total_Population.missing|Norton_Virginia_UnitedStates.Female_Total_Population.data|Norton_Virginia_UnitedStates.Female_Total_Population.missing|Norton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Norton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|740.0|0|1859.0|0|2109.0|0|793.0|0
