|dates|Luna_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Luna_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Luna_NewMexico_UnitedStates.Male_Total_Population.data|Luna_NewMexico_UnitedStates.Male_Total_Population.missing|Luna_NewMexico_UnitedStates.Female_Total_Population.data|Luna_NewMexico_UnitedStates.Female_Total_Population.missing|Luna_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Luna_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5052.0|0|12045.0|0|11918.0|0|6240.0|0
