|dates|Benzie_Michigan_UnitedStates.AveragePrecipitationTotal.data|Benzie_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Benzie_Michigan_UnitedStates.AveragePrecipitation.data|Benzie_Michigan_UnitedStates.AveragePrecipitation.missing|Benzie_Michigan_UnitedStates.AverageWindDirection.data|Benzie_Michigan_UnitedStates.AverageWindDirection.missing|Benzie_Michigan_UnitedStates.AverageWindSpeed.data|Benzie_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|6|0.0|6|257.25|0|7.59375|0
