|dates|Stevens_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stevens_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stevens_Kansas_UnitedStates.Male_Total_Population.data|Stevens_Kansas_UnitedStates.Male_Total_Population.missing|Stevens_Kansas_UnitedStates.Female_Total_Population.data|Stevens_Kansas_UnitedStates.Female_Total_Population.missing|Stevens_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Stevens_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|884.0|0|2754.0|0|2805.0|0|1607.0|0
