|dates|McCook_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McCook_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McCook_SouthDakota_UnitedStates.Male_Total_Population.data|McCook_SouthDakota_UnitedStates.Male_Total_Population.missing|McCook_SouthDakota_UnitedStates.Female_Total_Population.data|McCook_SouthDakota_UnitedStates.Female_Total_Population.missing|McCook_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|McCook_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1053.0|0|2779.0|0|2767.0|0|1527.0|0
