|dates|Granville_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Granville_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Granville_NorthCarolina_UnitedStates.Male_Total_Population.data|Granville_NorthCarolina_UnitedStates.Male_Total_Population.missing|Granville_NorthCarolina_UnitedStates.Female_Total_Population.data|Granville_NorthCarolina_UnitedStates.Female_Total_Population.missing|Granville_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Granville_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10293.0|0|30635.0|0|29480.0|0|12272.0|0
