|dates|Hanover_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hanover_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hanover_Virginia_UnitedStates.Male_Total_Population.data|Hanover_Virginia_UnitedStates.Male_Total_Population.missing|Hanover_Virginia_UnitedStates.Female_Total_Population.data|Hanover_Virginia_UnitedStates.Female_Total_Population.missing|Hanover_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Hanover_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19032.0|0|52476.0|0|54763.0|0|23572.0|0
