|dates|Midland_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Midland_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Midland_Michigan_UnitedStates.Male_Total_Population.data|Midland_Michigan_UnitedStates.Male_Total_Population.missing|Midland_Michigan_UnitedStates.Female_Total_Population.data|Midland_Michigan_UnitedStates.Female_Total_Population.missing|Midland_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Midland_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15276.0|0|41035.0|0|42174.0|0|17679.0|0
