|dates|Johnson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Georgia_UnitedStates.Male_Total_Population.data|Johnson_Georgia_UnitedStates.Male_Total_Population.missing|Johnson_Georgia_UnitedStates.Female_Total_Population.data|Johnson_Georgia_UnitedStates.Female_Total_Population.missing|Johnson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1824.0|0|5441.0|0|4267.0|0|1826.0|0
