|dates|Grayson_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grayson_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grayson_Virginia_UnitedStates.Male_Total_Population.data|Grayson_Virginia_UnitedStates.Male_Total_Population.missing|Grayson_Virginia_UnitedStates.Female_Total_Population.data|Grayson_Virginia_UnitedStates.Female_Total_Population.missing|Grayson_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Grayson_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3832.0|0|8047.0|0|7584.0|0|2612.0|0
