|dates|Chelan_Washington_UnitedStates.BLS_EmployedPopulation.data|Chelan_Washington_UnitedStates.BLS_EmployedPopulation.missing|Chelan_Washington_UnitedStates.BLS_UnemployedPopulation.data|Chelan_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Chelan_Washington_UnitedStates.BLS_UnemploymentRate.data|Chelan_Washington_UnitedStates.BLS_UnemploymentRate.missing|Chelan_Washington_UnitedStates.BLS_LaborForcePopulation.data|Chelan_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-02|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-03|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-04|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-05|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-06|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-07|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-08|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-09|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-10|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-11|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-12|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-13|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-14|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-15|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-16|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-17|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-18|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-19|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-20|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-21|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-22|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-23|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-24|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-25|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-26|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-27|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-28|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-29|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-30|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-01-31|40514.5|0|2658.5|0|6.157783800060223|0|43173.0|0
0|2020-02-01|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-02|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-03|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-04|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-05|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-06|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-07|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-08|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-09|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-10|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-11|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-12|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-13|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-14|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-15|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-16|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-17|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-18|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-19|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-20|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-21|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-22|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
0|2020-02-23|40556.5|0|2635.5|0|6.101824411928135|0|43192.0|0
