|dates|Shackelford_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shackelford_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shackelford_Texas_UnitedStates.Male_Total_Population.data|Shackelford_Texas_UnitedStates.Male_Total_Population.missing|Shackelford_Texas_UnitedStates.Female_Total_Population.data|Shackelford_Texas_UnitedStates.Female_Total_Population.missing|Shackelford_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Shackelford_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|665.0|0|1572.0|0|1681.0|0|748.0|0
