|dates|Franklin_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_NewYork_UnitedStates.Male_Total_Population.data|Franklin_NewYork_UnitedStates.Male_Total_Population.missing|Franklin_NewYork_UnitedStates.Female_Total_Population.data|Franklin_NewYork_UnitedStates.Female_Total_Population.missing|Franklin_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8452.0|0|27683.0|0|22610.0|0|9750.0|0
