|dates|Robertson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Robertson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Robertson_Tennessee_UnitedStates.Male_Total_Population.data|Robertson_Tennessee_UnitedStates.Male_Total_Population.missing|Robertson_Tennessee_UnitedStates.Female_Total_Population.data|Robertson_Tennessee_UnitedStates.Female_Total_Population.missing|Robertson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Robertson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10520.0|0|35082.0|0|35930.0|0|16947.0|0
