|dates|Upton_Texas_UnitedStates.BLS_EmployedPopulation.data|Upton_Texas_UnitedStates.BLS_EmployedPopulation.missing|Upton_Texas_UnitedStates.BLS_UnemployedPopulation.data|Upton_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Upton_Texas_UnitedStates.BLS_UnemploymentRate.data|Upton_Texas_UnitedStates.BLS_UnemploymentRate.missing|Upton_Texas_UnitedStates.BLS_LaborForcePopulation.data|Upton_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-02|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-03|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-04|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-05|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-06|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-07|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-08|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-09|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-10|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-11|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-12|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-13|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-14|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-15|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-16|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-17|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-18|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-19|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-20|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-21|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-22|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-23|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-24|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-25|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-26|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-27|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-28|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-29|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-30|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-01-31|1732.5|0|55.0|0|3.076923076923077|0|1787.5|0
0|2020-02-01|1768.0|0|55.0|0|3.0170049369171696|0|1823.0|0
0|2020-02-02|1768.0|0|55.0|0|3.0170049369171696|0|1823.0|0
