|dates|McPherson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McPherson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McPherson_Nebraska_UnitedStates.Male_Total_Population.data|McPherson_Nebraska_UnitedStates.Male_Total_Population.missing|McPherson_Nebraska_UnitedStates.Female_Total_Population.data|McPherson_Nebraska_UnitedStates.Female_Total_Population.missing|McPherson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|McPherson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-03-31|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-04-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-05-31|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-06-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-07-31|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-08-31|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-09-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-10-31|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-11-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2020-12-31|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-10|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-11|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-12|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-13|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-14|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-15|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-16|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-17|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-18|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-19|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-20|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-21|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-22|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-23|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-24|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-25|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-26|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-27|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-28|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-29|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-30|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-01-31|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-01|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-02|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-03|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-04|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-05|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-06|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-07|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-08|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-09|119.0|0|251.0|0|241.0|0|91.0|0
0|2021-02-10|119.0|0|251.0|0|241.0|0|91.0|0
