|dates|Lee_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Virginia_UnitedStates.Male_Total_Population.data|Lee_Virginia_UnitedStates.Male_Total_Population.missing|Lee_Virginia_UnitedStates.Female_Total_Population.data|Lee_Virginia_UnitedStates.Female_Total_Population.missing|Lee_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5026.0|0|12237.0|0|11304.0|0|4412.0|0
